Location?,Interaction?,Use?,Completed?,Study ID,Search Term,Authors,Title,SO,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,No,Yes,,Fundulus heteroclitus,"Munns, WR; Black, DE; Gleason, TR; Salomon, K; Bengtson, D; GutjahrGobell, R",Evaluation of the effects of dioxin and PCBs on Fundulus heteroclitus populations using a modeling approach,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,,,16,5,,,1074,1081,,10.1897/1551-5028(1997)016<1074:EOTEOD>2.3.CO;2,,,May-97,1997,,,,,,,,,43,0,36,0,48,0730-7268,,WOS:A1997WX06500030,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,No,Yes,,Fundulus heteroclitus,"Kneib, RT",Early life stages of resident nekton in intertidal marshes,ESTUARIES,,,20,1,,,214,230,,10.2307/1352732,,,Mar-97,1997,,,,,,,,,58,2,44,2,59,0160-8347,,WOS:A1997WT78400017,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,No,Yes,,Fundulus heteroclitus,"Iannuzzi, TJ; Harrington, NW; Shear, NM; Curry, CL; CarlsonLynch, H; Henning, MH; Su, SH; Rabbe, DE",Distributions of key exposure factors controlling the uptake of xenobiotic chemicals in an estuarine food web,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,,,15,11,,,1979,1992,,10.1897/1551-5028(1996)015<1979:DOKEFC>2.3.CO;2,,,Nov-96,1996,,,,,,,,,19,0,13,0,19,0730-7268,,WOS:A1996VR11800017,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,No,Yes,,Fundulus heteroclitus,"Foreman, K; Valiela, I; Sarda, R",Controls of benthic marine food webs,SCIENTIA MARINA,,,59,,,,119,128,,,,1,Dec-95,1995,,,,,VIII Iberian Symposium on Marine Benthos Studies,2/1/94,CSIC; Univ Barcelona,"BLANES, SPAIN",28,0,25,1,29,0214-8358,,WOS:A1995TY23000013,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,No,Yes,,Fundulus heteroclitus,"SOGARD, SM; ABLE, KW",DIEL VARIATION IN IMMIGRATION OF FISHES AND DECAPOD CRUSTACEANS TO ARTIFICIAL SEAGRASS HABITAT,ESTUARIES,,,17,3,,,622,630,,10.2307/1352410,,,Sep-94,1994,,,,,,,,,45,0,40,1,47,0160-8347,,WOS:A1994QA35900010,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,18,Fundulus heteroclitus,"ALLEN, EA; FELL, PE; PECK, MA; GIEG, JA; GUTHKE, CR; NEWKIRK, MD","GUT CONTENTS OF COMMON MUMMICHOGS, FUNDULUS-HETEROCLITUS L, IN A RESTORED IMPOUNDED MARSH AND IN NATURAL REFERENCE MARSHES",ESTUARIES,,,17,2,,,462,471,,10.2307/1352676,,,Jun-94,1994,,,,,,,,,52,0,39,0,53,0160-8347,,WOS:A1994PK14200012,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,Fundulus heteroclitus,"PECK, MA; FELL, PE; ALLEN, EA; GIEG, JA; GUTHKE, CR; NEWKIRK, MD","EVALUATION OF TIDAL MARSH RESTORATION - COMPARISON OF SELECTED MACROINVERTEBRATE POPULATIONS ON A RESTORED IMPOUNDED VALLEY MARSH AND AN UNIMPOUNDED VALLEY MARSH WITHIN THE SAME SALT-MARSH SYSTEM IN CONNECTICUT, USA",ENVIRONMENTAL MANAGEMENT,,,18,2,,,283,293,,10.1007/BF02393769,,,MAR-APR 1994,1994,,,,,,,,,21,0,16,0,21,0364-152X,,WOS:A1994MT83700012,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,19,Fundulus heteroclitus,"ROUNTREE, RA; ABLE, KW","FORAGING HABITS, GROWTH, AND TEMPORAL PATTERNS OF SALT-MARSH CREEK HABITAT USE BY YOUNG-OF-YEAR SUMMER FLOUNDER IN NEW-JERSEY",TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,,,121,6,,,765,776,,10.1577/1548-8659(1992)121<0765:FHGATP>2.3.CO;2,,,Nov-92,1992,,,,,,,,,67,1,59,0,69,Feb-87,,WOS:A1992KR62200008,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,No,Yes,,Fundulus heteroclitus,"STIVEN, AE; GARDNER, SA","POPULATION PROCESSES IN THE RIBBED MUSSEL GEUKENSIA-DEMISSA (DILLWYN) IN A NORTH-CAROLINA SALT-MARSH TIDAL GRADIENT - SPATIAL PATTERN, PREDATION, GROWTH AND MORTALITY",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,160,1,,,81,102,,10.1016/0022-0981(92)90112-N,,,1992,1992,,,,,,,,,29,0,28,0,29,0022-0981,,WOS:A1992JT69300007,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,14,Fundulus heteroclitus,Vince et al ,Predation by the salt marsh killifish Fundulus heteroclitus in relation to prey size and habitat structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,20,Carcinus maenas,"Bertness, Mark D.; Coverdale, Tyler C.",An invasive species facilitates the recovery of salt marsh ecosystems on Cape Cod,ECOLOGY,,,94,9,,,1937,1943,,10.1890/12-2150.1,,,9/13/14,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,Carcinus maenas,"Coverdale, Tyler C.; Axelman, Eric E.; Brisson, Caitlin P.; Young, Eric W.; Altieri, Andrew H.; Bertness, Mark D.",New England Salt Marsh Recovery: Opportunistic Colonization of an Invasive Species and Its Non-Consumptive Effects,PLOS ONE,,,8,8,,,,,e73823,10.1371/journal.pone.0073823,,,8/29/13,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,No,Yes,,Carcinus maenas,"CATTRIJSSE, A; MAKWAIA, ES; DANKWA, HR; HAMERLYNCK, O; HEMMINGA, MA",NEKTON COMMUNITIES OF AN INTERTIDAL CREEK OF A EUROPEAN ESTUARINE BRACKISH MARSH,MARINE ECOLOGY PROGRESS SERIES,,,109,2/3/14,,,195,208,,10.3354/meps109195,,,Jun-94,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,21,Carcinus maenas,"BARSHAW, DE; ABLE, KW; HECK, KL",SALT-MARSH PEAT REEFS AS PROTECTION FOR POSTLARVAL LOBSTERS HOMARUS-AMERICANUS FROM FISH AND CRAB PREDATORS - COMPARISONS WITH OTHER SUBSTRATES,MARINE ECOLOGY PROGRESS SERIES,,,106,1/2/14,,,203,206,,10.3354/meps106203,,,Mar-94,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,Carcinus maenas,"HARDWICKWITMAN, MN",BIOLOGICAL CONSEQUENCES OF ICE RAFTING IN A NEW-ENGLAND SALT-MARSH COMMUNITY,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,87,3,,,283,298,,10.1016/0022-0981(85)90211-4,,,1985,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,Alosa pseudoharengus,"Hagan, SM; Able, KW",Seasonal changes of the pelagic fish assemblage in a temperate estuary,ESTUARINE COASTAL AND SHELF SCIENCE,,,,,,,,,,,,,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,No,Yes,,Anguilla rostrata,"Warren, RS; Fell, PE; Grimsby, JL; et al.","Rates, patterns, and impacts of Phragmites australis expansion and effects of experimental Phragmites control on vegetation, macroinvertebrates, and fish within tidelands of the lower Connecticut River",,,,,,,,ESTUARIES,,,24,1,,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,27,Callinectes sapidus,"Altieri, Andrew H.; Bertness, Mark D.; Coverdale, Tyler C.; Herrmann, Nicholas C.; Angelini, Christine",A trophic cascade triggers collapse of a salt-marsh ecosystem with intensive recreational fishing,ECOLOGY,,,93,6,,,1402,1410,,,,,6/12/14,2012,,,,,,,,,14,0,12,0,14,Dec-58,,WOS:000305296600017,,,,,,,,14,0,12,0,14,Dec-58,,WOS:000305296600017,,,,,,,,,,,
Yes,No,No,Yes,,Callinectes sapidus,"Reichmuth, Jessica M.; Weis, Peddrick; Weis, Judith S.",Bioaccumulation and depuration of metals in blue crabs (Callinectes sapidus Rathbun) from a contaminated and clean estuary,ENVIRONMENTAL POLLUTION,,,158,2,,,361,368,,10.1016/j.envpol.2009.09.009,,,2/10/14,2010,,,,,,,,,11,0,8,1,11,0269-7491,,WOS:000274321600003,,,,,,,,11,0,8,1,11,0269-7491,,WOS:000274321600003,,,,,,,,,,,
Yes,Yes,Yes,Yes,23,Callinectes sapidus,"Bologna, Paul A. X.",Impact of differential predation potential on eelgrass (Zostera marina) faunal community structure,AQUATIC ECOLOGY,,,41,2,,,221,229,,10.1007/s10452-006-9059-x,,,6/7/14,2007,,,,,,,,,6,0,6,0,6,1386-2588,,WOS:000248109100008,,,,,,,,6,0,6,0,6,1386-2588,,WOS:000248109100008,,,,,,,,,,,
No,Yes,No,Yes,,Callinectes sapidus,"Rountree, Rodney A.; Able, Kenneth W.",Spatial and temporal habitat use patterns for salt marsh nekton: implications for ecological functions,AQUATIC ECOLOGY,,,41,1,,,25,45,,10.1007/s10452-006-9052-4,,,3/7/14,2007,,,,,,,,,34,0,34,0,36,1386-2588,,WOS:000243649200003,,,,,,,,34,0,34,0,36,1386-2588,,WOS:000243649200003,,,,,,,,,,,
Yes,Yes,Yes,Yes,25,Callinectes sapidus,"Stehlik, LL; Pikanowski, RA; McMillan, DG","The Hudson-Raritan Estuary as a crossroads for distribution of blue (Callinectes sapidus), lady (Ovalipes ocellatus), and Atlantic rock (Cancer irroratus) crabs",FISHERY BULLETIN,,,102,4,,,693,710,,,,,10/4/14,2004,,,,,,,,,6,0,6,0,6,0090-0656,,WOS:000224724000011,,,,,,,,6,0,6,0,6,0090-0656,,WOS:000224724000011,,,,,,,,,,,
Yes,No,No,Yes,,Callinectes sapidus,"Jivoff, PR; Able, KW","Evaluating salt marsh restoration in Delaware Bay: The response of blue crabs, Callinectes sapidus, at former salt hay farms",ESTUARIES,,,26,3,,,709,719,,10.1007/BF02711982,,,6/3/14,2003,,,,,,,,,13,0,11,0,14,0160-8347,,WOS:000184803900008,,,,,,,,13,0,11,0,14,0160-8347,,WOS:000184803900008,,,,,,,,,,,
Yes,Yes,Yes,Yes,duplicate (26),Callinectes sapidus,"Meise, CJ; Stehlik, LL","Habitat use, temporal abundance variability, and diet of blue crabs from a New Jersey estuarine system",ESTUARIES,,,26,3,,,731,745,,10.1007/BF02711984,,,6/3/14,2003,,,,,,,,,14,0,15,0,15,0160-8347,,WOS:000184803900010,,,,,,,,14,0,15,0,15,0160-8347,,WOS:000184803900010,,,,,,,,,,,
Yes,No,No,Yes,,Callinectes sapidus,"Jivoff, PR; Able, KW","Blue crab, Callinectes sapidus, response to the invasive common reed, Phragmites australis: Abundance, size, sex ratio, and molting frequency",ESTUARIES,,,26,2B,,,587,595,,10.1007/BF02823733,,,4/3/14,2003,,,,,,,,,10,0,8,0,10,0160-8347,,WOS:000184052700019,,,,,,,,10,0,8,0,10,0160-8347,,WOS:000184052700019,,,,,,,,,,,
Yes,Yes,Yes,Yes,13,Callinectes sapidus,"Tupper, M; Able, KW",Movements and food habits of striped bass (Morone saxatilis) in Delaware Bay (USA) salt marshes: comparison of a restored and a reference marsh,MARINE BIOLOGY,,,137,5/6/14,,,1049,1058,,10.1007/s002270000421,,,Dec-00,2000,,,,,,,,,55,1,45,0,58,0025-3162,,WOS:000166005800032,,,,,,,,55,1,45,0,58,0025-3162,,WOS:000166005800032,,,,,,,,,,,
?,,,,,Callinectes sapidus,"Stehlik, LL; Scarlett, PG; Dobarro, J",Status of the blue crab fisheries of New Jersey,JOURNAL OF SHELLFISH RESEARCH,,,17,2,,,475,485,,,,,Sep-98,1998,,,,,Symposium on Blue Crab Fisheries of North America at the 88th Annual National-Shellfisheries-Association Meeting,4/1/96,Natl Shellfisheries Assoc,"BALTIMORE, MARYLAND",6,0,4,0,6,0730-8000,,WOS:000076430800017,,,,Symposium on Blue Crab Fisheries of North America at the 88th Annual National-Shellfisheries-Association Meeting,4/1/96,Natl Shellfisheries Assoc,"BALTIMORE, MARYLAND",6,0,4,0,6,0730-8000,,WOS:000076430800017,,,,,,,,,,,
No,Yes,No,Yes,,Callinectes sapidus,"Kneib, RT",Early life stages of resident nekton in intertidal marshes,ESTUARIES,,,20,1,,,214,230,,10.2307/1352732,,,Mar-97,1997,,,,,,,,,58,2,44,2,59,0160-8347,,WOS:A1997WT78400017,,,,,,,,58,2,44,2,59,0160-8347,,WOS:A1997WT78400017,,,,,,,,,,,
No,No,No,Yes,,Callinectes sapidus,"Iannuzzi, TJ; Harrington, NW; Shear, NM; Curry, CL; CarlsonLynch, H; Henning, MH; Su, SH; Rabbe, DE",Distributions of key exposure factors controlling the uptake of xenobiotic chemicals in an estuarine food web,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,,,15,11,,,1979,1992,,10.1897/1551-5028(1996)015<1979:DOKEFC>2.3.CO;2,,,Nov-96,1996,,,,,,,,,19,0,13,0,19,0730-7268,,WOS:A1996VR11800017,,,,,,,,19,0,13,0,19,0730-7268,,WOS:A1996VR11800017,,,,,,,,,,,
Yes,Yes,Yes,Yes,1,Callinectes sapidus,"Rountree, RA; Able, KW","Seasonal abundance, growth, and foraging habits of juvenile smooth dogfish, Mustelus canis, in a New Jersey estuary",FISHERY BULLETIN,,,94,3,,,522,534,,,,,Jul-96,1996,,,,,,,,,32,0,34,0,38,0090-0656,,WOS:A1996UU71000011,,,,,,,,32,0,34,0,38,0090-0656,,WOS:A1996UU71000011,,,,,,,,,,,
No,Yes,No,Yes,,Callinectes sapidus,"SOGARD, SM; ABLE, KW",DIEL VARIATION IN IMMIGRATION OF FISHES AND DECAPOD CRUSTACEANS TO ARTIFICIAL SEAGRASS HABITAT,ESTUARIES,,,17,3,,,622,630,,10.2307/1352410,,,Sep-94,1994,,,,,,,,,45,0,40,1,47,0160-8347,,WOS:A1994QA35900010,,,,,,,,45,0,40,1,47,0160-8347,,WOS:A1994QA35900010,,,,,,,,,,,
No,Yes,No,Yes,,Callinectes sapidus,"STIVEN, AE",GENETIC-STRUCTURE IN A POPULATION OF THE RIBBED MUSSEL GEUKENSIA-DEMISSA (DILLWYN) IN A NORTH-CAROLINA SALT-MARSH TIDAL GRADIENT,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,164,1,,,31,44,,10.1016/0022-0981(92)90134-V,,,1992,1992,,,,,,,,,6,0,5,0,6,0022-0981,,WOS:A1992KD44000003,,,,,,,,6,0,5,0,6,0022-0981,,WOS:A1992KD44000003,,,,,,,,,,,
No,Yes,No,Yes,,Callinectes sapidus,"STIVEN, AE; GARDNER, SA","POPULATION PROCESSES IN THE RIBBED MUSSEL GEUKENSIA-DEMISSA (DILLWYN) IN A NORTH-CAROLINA SALT-MARSH TIDAL GRADIENT - SPATIAL PATTERN, PREDATION, GROWTH AND MORTALITY",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,160,1,,,81,102,,10.1016/0022-0981(92)90112-N,,,1992,1992,,,,,,,,,29,0,28,0,29,0022-0981,,WOS:A1992JT69300007,,,,,,,,29,0,28,0,29,0022-0981,,WOS:A1992JT69300007,,,,,,,,,,,
No,Yes,No,Yes,,Callinectes sapidus,"SOGARD, SM; ABLE, KW","A COMPARISON OF EELGRASS, SEA LETTUCE MACROALGAE, AND MARSH CREEKS AS HABITATS FOR EPIBENTHIC FISHES AND DECAPODS",ESTUARINE COASTAL AND SHELF SCIENCE,,,33,5,,,501,519,,10.1016/0272-7714(91)90087-R,,,Nov-91,1991,,,,,,,,,176,2,151,1,180,0272-7714,,WOS:A1991GN50600007,,,,,,,,176,2,151,1,180,0272-7714,,WOS:A1991GN50600007,,,,,,,,,,,
Yes,Yes,Yes,Yes,16,Centropristes striatus,"J        Sarda, R; Foreman, K; Werme, CE; Valiela, I                                Sarda, Rafael",The impact of epifaunal predation on the structure of macroinfaunal invertebrate communities of tidal saltmarsh creeks,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,46,5,,,657,669,,10.1006/ecss.1997.0322,,,5/1/98,1998,,,,,,,,,40,1,32,1,42,0272-7714,,WOS:000073906200005,,,,,,,,,,,,,,,,,,,,,,,
,,No,,,Chrinomid,"Kulesza, Amy E.; Holomuzki, Joseph R.; Klarer, David M.",,,,,Benthic community structure in stands of Typha angustifolia and herbicide-treated and untreated Phragmites australis,,,,,,,,WETLANDS,,,28,1,,,40,56,,10.1672/07-63.1,,,3/8/14,2008,,,,,,,,,7,0,6,0,7,0277-5212,,WOS:000255117200004,,,,,,,,,,,,,,,
,,No,,,Chrinomid,"Gratton, C; Denno, RF",,Restoration of arthropod assemblages in a Spartina salt marsh following removal of the invasive plant Phragmites australis,,,,,,,,,,,RESTORATION ECOLOGY,,,13,2,,,358,372,,10.1111/j.1526-100X.2005.00045.x,,,6/5/14,2005,,,,,,,,,59,1,61,0,66,1061-2971,,WOS:000229180600016,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,15,Chrinomid,"James-Pirri, MJ; Raposa, KB; Catena, JG",,,,,"Diet composition of mummichogs, Fundulus heteroclitus, from restoring and unrestricted regions of a New England (USA) salt marsh",,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,53,2,,,205,213,,10.1006/ecss.2001.0807,,,8/1/14,2001,,,,,,,,,23,0,21,0,23,0272-7714,,WOS:000171125500008,,,,,,,,,,,,,,,
,,n,,,Chrinomid,"Angradi, TR; Hagan, SM; Able, KW",,,,,Vegetation type and the intertidal macroinvertebrate fauna of a brackish marsh: Phragmites vs. Spartina,,,,,,,,WETLANDS,,,21,1,,,75,92,,10.1672/0277-5212(2001)021[0075:VTATIM]2.0.CO;2,,,3/1/14,2001,,,,,,,,,59,3,48,0,64,0277-5212,,WOS:000167840100008,,,,,,,,,,,,,,,
Yes,No,No,Yes,,Clupea harengus,"Hagan, SM; Able, KW",Seasonal changes of the pelagic fish assemblage in a temperate estuary,ESTUARINE COASTAL AND SHELF SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,29,Coleophora caespititiella,"ELLISON, AM","ECOLOGY OF CASE-BEARING MOTHS (LEPIDOPTERA, COLEOPHORIDAE) IN A NEW-ENGLAND SALT-MARSH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,Cyprinodon variegatus,"Haney, Robert A.; Dionne, Michelle; Puritz, Jon; Rand, David M.",,,,"Puritz, Jonathan/C-9289-2011",,,,The Comparative Phylogeography of East Coast Estuarine Fishes in Formerly Glaciated Sites: Persistence versus Recolonization in Cyprinodon variegatus ovinus and Fundulus heteroclitus macrolepidotus,,,,,,,,JOURNAL OF HEREDITY,,,,100,3,,,284,296,,10.1093/jhered/esn107,,,MAY-JUN 2009,2009,,,,,,,,,,9,0,9,0,9,0022-1503,,WOS:000265272200002,19091690,,,,,,,,,
Yes,No,No,Yes,,Cyprinodon variegatus,"Samson, J. C.; Shumway, S. E.; Weis, J. S.",,,,,,,,"Effects of the toxic dinoflagellate, Alexandrium fundyense on three species of larval fish: a food-chain approach",,,,,,,,JOURNAL OF FISH BIOLOGY,,,,72,1,,,168,188,,10.1111/j.1095-8649.2007.01698.x,,,1/8/15,2008,,,,,,,,,,18,1,18,0,19,0022-1112,,WOS:000252713100012,,,,,,,,,,
Yes,No,No ,Yes,,Cyprinodon variegatus,"Smith, KJ; Able, KW",,,,,,,,Dissolved oxygen dynamics in salt marsh pools and its potential impacts on fish assemblages,,,,,,,,MARINE ECOLOGY PROGRESS SERIES,,,,258,,,,223,232,,10.3354/meps258223,,,2003,2003,,,,,,,,,,30,0,26,1,30,0171-8630,,WOS:000185560800021,,,,,,,,,,
Yes,Yes,Yes,Yes,33,Cyprinodon variegatus,"DAVANZO, C; ALBER, M; VALIELA, I",,,,,,,,NITROGEN ASSIMILATION FROM AMORPHOUS DETRITUS BY 2 COASTAL CONSUMERS,,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,,33,2,,,203,209,,10.1016/0272-7714(91)90007-X,,,Aug-91,1991,,,,,,,,,,18,0,15,0,18,0272-7714,,WOS:A1991GA64500007,,,,,,,,,,
Yes,yYes,No,Yes,,Cyprinodon variegatus,"DAVANZO, C; VALIELA, I",,,,,,,,USE OF DETRITAL FOODS AND ASSIMILATION OF NITROGEN BY COASTAL DETRITIVORES,,,,,,,,ESTUARIES,,,,13,1,,,20,24,,10.2307/1351428,,,Mar-90,1990,,,,,,,,,,25,0,22,0,25,0160-8347,,WOS:A1990CY82500004,,,,,,,,,,
?,,,,unavailable,Cyprinodon variegatus,"Werme, C.E.",,,,,,,,Resource partitioning in a salt marsh fish community.,,,,,,,,Dissertation Abstracts International B Sciences and Engineering,,,,41,12,,,4374,4374,,,,,1981,1981,,,,,,,,,,0,0,0,0,0,0419-4217,,ZOOREC:ZOOR11800050998,,,,,,,,,,
No,No,No,Yes,,Cyprinodon variegatus,"Lesser, F. H.; Shisler, J. K.",,,,,,"Rosay, B.; Collett, G. C.",,Historical development of OMWM in New Jersey - equipment and technique.,,,,,,,,"Proceedings and paper of the Thirty-second Annual Meeting of the Utah Mosquito Abatement Association, held at Little America Motel, Salt Lake City, Utah October 14-17, 1979.",,,,,,,,30,32,,,,,1980,1980,,,,,,"Proceedings and paper of the Thirty-second Annual Meeting of the Utah Mosquito Abatement Association, held at Little America Motel, Salt Lake City, Utah October 14-17, 1979.",,,,0,0,0,0,0,,,CABI:19810582463,,,,,,,,,,
?,,,,,Cyprinodon variegatus,"Clymer, J.P., III",,,,,,,,"The distributions, trophic activities, and competitive interactions of three salt marsh killifishes (Pisces: Cyprinodontidae).",,,,,,,,Dissertation Abstracts International B Sciences and Engineering,,,,39,3,,,1085,1086,,,,,1978,1978,,,,,,,,,,0,0,0,0,0,0419-4217,,ZOOREC:ZOOR11500047275,,,,,,,,,,
Yes,No,No,Yes,,decapod,"Meyer, David L.; Posey, Martin H.",,,,,,,,"Isolated salt marsh colonization by a resident species, mummichog (Fundulus heteroclitus), and a transient species, pinfish (Lagodon rhomboides)",,,,,,,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,460,,,,197,210,,10.1016/j.jembe.2014.06.013,,,11/14/15,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,decapod,"Bertness, Mark D.; Brisson, Caitlin P.; Coverdale, Tyler C.; Bevil, Matt C.; Crotty, Sinead M.; Suglia, Elena R.",,,,,,,,Experimental predator removal causes rapid salt marsh die-off,,,,,,,,ECOLOGY LETTERS,,,,17,7,,,830,835,,10.1111/ele.12287,,,7/14/15,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,decapod,"Meyer, David L.; Posey, Martin H.",,,,,,,,Influence of Salt Marsh Size and Landscape Setting on Salt Marsh Nekton Populations,,,,,,,,ESTUARIES AND COASTS,,,,37,3,,,548,560,,10.1007/s12237-013-9707-z,,,5/14/15,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,decapod,"Bertness, Mark D.; Brisson, Caitlin P.; Bevil, Matthew C.; Crotty, Sinead M.",,,,,,,,Herbivory Drives the Spread of Salt Marsh Die-Off,,,,,,,,PLOS ONE,,,,9,3,,,,,e92916,10.1371/journal.pone.0092916,,,3/20/14,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,decapod,"Stout, Josh; Taghon, Gary",,,,,,,,Compensatory partitioning of carbon budgets by the grass shrimp (Palaemonetes pugio) and implications for predator prey relationships,,,,,,,,CENTRAL EUROPEAN JOURNAL OF BIOLOGY,,,,9,1,,,19,27,,10.2478/s11535-013-0177-2,,,1/14/15,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,decapod,"Coverdale, Tyler C.; Bertness, Mark D.; Altieri, Andrew H.",,,,,,,,Regional Ontogeny of New England Salt Marsh Die-Off,,,,,,,,CONSERVATION BIOLOGY,,,,27,5,,,1041,1048,,10.1111/cobi.12052,,,10/13/15,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,duplicate (20),decapod,"Bertness, Mark D.; Coverdale, Tyler C.",,,,,,,,An invasive species facilitates the recovery of salt marsh ecosystems on Cape Cod,,,,,,,,ECOLOGY,,,,94,9,,,1937,1943,,10.1890/12-2150.1,,,9/13/15,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,duplicate,decapod,"Coverdale, Tyler C.; Axelman, Eric E.; Brisson, Caitlin P.; Young, Eric W.; Altieri, Andrew H.; Bertness, Mark D.",,,,,,,,New England Salt Marsh Recovery: Opportunistic Colonization of an Invasive Species and Its Non-Consumptive Effects,,,,,,,,PLOS ONE,,,,8,8,,,,,e73823,10.1371/journal.pone.0073823,,,8/29/13,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,36,decapod,"Smith, Stephen M.; Tyrrell, Megan C.; Congretel, Melanie",,,,,,,,"Palatability of salt marsh forbs and grasses to the purple marsh crab (Sesarma reticulatum) and the potential for re-vegetation of herbivory-induced salt marsh dieback areas in cape cod (Massachusetts, USA)",,,,,,,,WETLANDS ECOLOGY AND MANAGEMENT,,,,21,4,,,263,275,,10.1007/s11273-013-9298-2,,,8/13/15,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,decapod,"Altieri, Andrew H.; Bertness, Mark D.; Coverdale, Tyler C.; Axelman, Eric E.; Herrmann, Nicholas C.; Szathmary, P. Lauren",,,,,,,,Feedbacks underlie the resilience of salt marshes and rapid reversal of consumer-driven die-off,,,,,,,,ECOLOGY,,,,94,7,,,1647,1657,,10.1890/12-1781.1,,,7/13/15,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,decapod,"Coverdale, Tyler C.; Herrmann, Nicholas C.; Altieri, Andrew H.; Bertness, Mark D.",,,,,,,,Latent impacts: the role of historical human activity in coastal habitat loss,,,,,,,,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,,,,11,2,,,69,74,,10.1890/120130,,,3/13/15,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Yes,Yes,37,decapod,"Coverdale, Tyler C.; Altieri, Andrew H.; Bertness, Mark D.",,,,,,,,Belowground herbivory increases vulnerability of New England salt marshes to die-off,,,,,,,,ECOLOGY,,,,93,9,,,2085,2094,,,,,9/12/15,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,No,Yes,,decapod,"Altieri, Andrew H.; Bertness, Mark D.; Coverdale, Tyler C.; Herrmann, Nicholas C.; Angelini, Christine",,,,,,,,A trophic cascade triggers collapse of a salt-marsh ecosystem with intensive recreational fishing,,,,,,,,ECOLOGY,,,,93,6,,,1402,1410,,,,,6/12/15,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
